geometryKey,sizeLabel,stabilityIndex,agilityIndex,comfortIndex,aggressionIndex,handlingIndex,stabilityZIndex,agilityZIndex,comfortZIndex,aggressionZIndex,handlingZIndex
SuperX,46,58.35855479384436,39.9510074764905,55.533838159207924,26.43841602365361,54.88467504737948,0.6727684251752445,0.016817605703609267,0.12160553776179997,0.001770912644179612,0.37782043733701176
SuperX,51,55.733578780936966,42.90618988177412,58.72327074926936,26.444537609847664,53.923572850424925,0.5818817452818723,0.11954783895449858,0.26409276638014567,0.00201575814489853,0.35355465312496753
SuperX,54,66.42584489816468,32.207728626477596,60.16643209827802,21.453239303117837,54.60471044097226,0.9520887731376741,-0.25235997229166807,0.32856569542405306,-0.19762154081800193,0.37075192709157245
SuperX,56,74.77263654130861,22.952454531490552,59.50673231847327,15.998060490254476,56.9640883411043,1.2410865302512195,-0.5740986456402194,0.2990937468281116,-0.41581270003829846,0.43032119577151673
SuperX,58,82.1301234406404,15.539796654194864,59.908375098574155,13.162552177825651,55.60261777265689,1.4958307844276995,-0.831782933209786,0.3170370533615285,-0.5292247194956208,0.395946962594567
SuperX,61,89.32758510567324,9.142727409759779,62.92951275645407,11.700526147421588,54.18892265593003,1.745034354737708,-1.0541625786854552,0.4520057413617782,-0.5877014743972023,0.36025417076367205
SuperSix EVO,44,21.293483366432213,77.89664575141929,37.385350583077795,53.02045047192259,55.56929823512362,-0.6105656950162043,1.3359119072491625,-0.6891743189422566,1.0649743583360594,0.39510571521172966
SuperSix EVO,48,30.39566870788012,65.46735342697619,41.23995175082392,41.884206378858174,52.62668721053638,-0.2954133273791208,0.9038356681139403,-0.5169708243355231,0.619557243447663,0.3208110518878116
SuperSix EVO,50,37.46321166804105,56.94903253963266,36.70236214938183,37.406300763406264,55.86544466072903,-0.05070803807579344,0.607715506428443,-0.7196866832414651,0.4404541469899155,0.40258278193957653
SuperSix EVO,52,40.85407209906023,51.17435673667882,34.00057700960313,33.353837751729685,55.08539993891179,0.06669648106714549,0.406971961419153,-0.8403883648160806,0.27836750738607563,0.38288831348935337
SuperSix EVO,54,45.17754271435757,45.78160343453973,30.214830905526206,30.8571496811273,55.12561876847849,0.21639152129180078,0.21950508844280198,-1.0095157739682612,0.17850730426098615,0.38390375330690774
SuperSix EVO,56,29.630328194591137,72.32990160991767,39.34373359085979,43.79538959223807,80.05723966000855,-0.32191233456954527,1.1423966362181701,-0.6016839709030329,0.6959989688456341,1.013374099465082
SuperSix EVO,58,33.79586078741616,66.58938348641367,22.332713915353086,48.308537745038635,78.14139312429722,-0.17768571097835628,0.9428405056882421,-1.3616476889286304,0.8765116634745427,0.9650030534241145
SuperSix EVO,61,20.84102072081482,82.36667607794944,23.90602954352879,58.00869410292275,100.0,-0.626231677270415,1.491302402692682,-1.291360144899876,1.26448947922536,1.516886338367634
SuperSlice,XS,20.542678950959964,83.59954091601983,14.728668598907543,76.0817598034684,64.39772649883145,-0.6365614070669122,1.5341601606961632,-1.7013568104836234,1.9873591212924726,0.6180047324624176
SuperSlice,SM,42.43429420763322,59.53111909598906,24.952451285644933,61.70576678356219,57.059425442441594,0.1214097966312099,0.6974759062380177,-1.2446114741599064,1.4123615475081226,0.4327282546002062
SuperSlice,MD,56.26261703529659,46.11270439464349,24.853330574137008,59.98724423394268,52.40467857061206,0.600199067131254,0.2310150645445269,-1.249039671051558,1.343625683825061,0.31520580640332146
SuperSlice,LG,65.93461641049112,36.091208452046466,27.48517001162175,54.51746767922312,48.688867370117975,0.9350805695982287,-0.11735957854523751,-1.1314627989821462,1.1248506577276434,0.2213894848408491
Synapse Neo Allroad,XS,88.44700875055294,15.67043496022356,69.70929740077543,25.307448810263473,17.138491000320556,1.714545443252057,-0.8272415879358584,0.7548911911464237,-0.04346446016300766,-0.575190345300241
Synapse Neo Allroad,SM,91.60476313562496,9.960894054570742,63.07431849690818,19.46805572657306,32.319830081669494,1.8238789421361314,-1.0257208655413688,0.45847490729104934,-0.2770230637910031,-0.19189385574356588
Synapse Neo Allroad,MD,76.70416401447721,26.401373383756336,67.70820078721648,27.217999457901556,27.425369132379128,1.3079633772379813,-0.4542047813822366,0.6654926217732805,0.03295196445982407,-0.3154685740264892
Synapse Neo Allroad,LG,84.68701968255407,18.21784267822933,74.1534804670152,24.087665283881588,23.97325787789073,1.5843602830275672,-0.7386867195162446,0.9534341327826003,-0.0922522251014381,-0.4026270333899383
Synapse Neo Allroad,XL,78.52665536465507,33.62327152299928,100.0,39.793787940728414,1.0562781079458354,1.371064977838359,-0.20315182470784554,2.1081219443892416,0.5359466345349908,-0.9812319805551604
Topstone Alloy,XS,69.2755863719973,29.771685805311556,52.78692948071788,27.705674168820632,37.49270488579543,1.0507576904296922,-0.3370434919214909,-0.0011120283925575847,0.052457523149660346,-0.06128978039071695
Topstone Alloy,SM,72.35011926120892,25.356740252934006,52.79749731408037,22.23427091299756,44.07043395980286,1.157209743762523,-0.4905190897643905,-6.399126648215375E-4,-0.16638256622279485,0.10478387423302968
Topstone Alloy,MD,81.93851488775081,15.274256828253826,58.772228413114526,15.122290337188888,44.724833409896966,1.489196565628869,-0.8410138247471581,0.26627993969199537,-0.4508409386099354,0.12130606708076375
Topstone Alloy,LG,90.86906628022892,6.793056391468822,66.20772759485291,11.026765887907645,41.1862852374914,1.7984063114278293,-1.1358435779159302,0.5984592982090134,-0.61464990947201,0.03196525957080276
Topstone Alloy,XL,83.98843227612312,21.21898869451419,95.63199157378277,25.4988655088841,12.758978325456349,1.5601725229590455,-0.6343586652744181,1.9129820887382132,-0.03580835340667658,-0.6857637160186862
Synapse,44.0,38.35540524212981,57.50021613942211,49.353733100366895,33.86456731861693,53.064990047011605,-0.019816894167275834,0.6268761577876276,-0.15448935295589777,0.2987951927232526,0.33187726532810574
Synapse,48.0,43.84402856091823,50.380581508288635,52.104649122475024,28.00286972418781,49.65826677771892,0.1702201759534167,0.379378160706376,-0.03159275957016325,0.06434447405725982,0.24586475595631044
Synapse,51.0,49.11942447833706,45.77256262495528,52.63740293627946,25.381277483166443,50.57712407655709,0.3528745002975836,0.21919080514315611,-0.007792095244667369,-0.04051152969509872,0.26906394643357767
Synapse,54.0,28.70238254704799,66.0721499962789,54.234658447428465,35.24527456796155,41.896268070505215,-0.35404135160131994,0.9248600531139057,0.06356495800931475,0.35401943478989223,0.04989081449592973
Synapse,56.0,32.76867745352519,61.673355510413906,57.23454053369507,31.84770821711402,40.694478028191746,-0.213250715153672,0.7719459105730941,0.19758405782848232,0.21812674161707474,0.019548174631647763
Synapse,58.0,38.2051994944782,56.21038032975593,61.08270655393997,30.467469674462695,33.72792885732373,-0.02501758995947717,0.5820379327950015,0.3695000635771485,0.16292124644402967,-0.15634235960971063
Synapse,61.0,59.57414970611147,38.551996963755286,66.29632553750857,31.05235732884311,25.10032532425918,0.7148569567000955,-0.03181583094543611,0.6024173926204243,0.18631503786695813,-0.37417097998307053
Topstone Carbon,47.0,64.73435936480936,35.0124059864245,73.83013085539287,14.926268988437283,50.87856446239552,0.8935230935054024,-0.1548617065786314,0.9389885570465106,-0.4586812178717603,0.2766746743860566
Topstone Carbon,51.0,64.07927763842233,34.06464558110681,65.63275643113573,17.880729353637154,53.78634061217561,0.870841665988588,-0.18780845373378688,0.5727725826757193,-0.34051146504288515,0.3500898312872422
Topstone Carbon,54.0,74.5757933499894,23.87340911602312,69.1209898922809,11.41633611736305,55.422411912560484,1.234271068307701,-0.5420837422239864,0.7286086772215464,-0.599068242421581,0.3913971482993743
Topstone Carbon,56.0,82.57267548240226,14.77866060021137,69.2054134165592,5.114577531319027,61.10139041427326,1.5111536237824175,-0.8582421068369657,0.732380280371929,-0.8511201105974083,0.534779264482298
Topstone Carbon,58.0,89.80299564303901,7.537755306888871,72.1312920978676,0.6876439319501947,60.71089149075222,1.7614948805158626,-1.1099558042387436,0.8630932936747436,-1.02818447584973,0.5249199980658616
Topstone Carbon,61.0,99.07229848003483,0.0,76.55478920423364,0.0,58.0020797685244,2.082433493150142,-1.3719888210435065,1.0607120944142285,-1.0556882171183435,0.45652826934968593
Synapse Carbon,44,61.260725127482104,35.2623999131826,49.35386298680709,26.754931515027007,45.98116305805435,0.7732526295307827,-0.14617123306970425,-0.15448355030656247,0.01443060435054451,0.15302571587355707
Synapse Carbon,48,55.447291511620236,41.32862632376171,51.06895880912325,26.944617138009175,48.29046211888928,0.5719693882637531,0.06470740947949838,-0.07786200599230403,0.022017473156441314,0.211330600482979
Synapse Carbon,51,53.96411724198721,43.38167522268241,52.63740293627946,27.695222667776832,47.891195692499224,0.5206162389750029,0.1360770115333395,-0.007792095244667369,0.05203949374923758,0.2012499732857932
Synapse Carbon,54,59.980346841041495,35.794601874860064,54.234658447428465,22.152710479854974,47.76727969499529,0.7289210505411288,-0.1276704354329981,0.06356495800931475,-0.16964474443259564,0.19812135817558038
Synapse Carbon,56,69.23387561172028,25.915197052287326,57.23454053369507,17.56064000304743,41.27859050502078,1.0493135048452276,-0.4711056020705216,0.19758405782848232,-0.35331410064019286,0.03429577105085169
Synapse Carbon,58,76.2687940224978,19.200508212584694,61.08270655393997,15.907011407583433,36.876481131353316,1.292889207835425,-0.7045265744871436,0.3695000635771485,-0.4194543964107611,-0.07684811820225262
Synapse Carbon,61,92.17285773422604,4.62306029579664,66.29632553750857,20.708960860988977,4.614763592347449,1.843548543564231,-1.211278584791767,0.6024173926204243,-0.227390496454771,-0.8913877983653815
CAAD13,44,19.108883057567443,79.79805429973132,44.47401466294469,48.684246222098295,58.93759876899425,-0.6862048886661456,1.4020100754448366,-0.37248974548739205,0.8915389010685217,0.4801481323190989
CAAD13,48,29.853333287339133,66.27760549201244,47.996171748298025,38.48672593933934,53.74228942362165,-0.3141910478303456,0.9320022487907776,-0.21513812018127493,0.4836679864761216,0.348977632564649
CAAD13,51,37.26669767096392,57.528326906734065,47.03515654184668,33.49333118447787,56.505702748530126,-0.05751210205927082,0.6278533650414521,-0.25807127194439217,0.2839468357342453,0.41874793549746825
CAAD13,54,42.30252022828599,50.661820169774195,48.31027165034689,28.812016288035814,53.470183208388974,0.11684727894711766,0.38915478675894155,-0.2011057732705112,0.09670796438480192,0.3421075299652433
CAAD13,56,24.801499177775653,78.34235220815758,48.92810902111037,43.149788495163236,83.44259794367845,-0.4891048098352675,1.3514058842640129,-0.1735040189737582,0.6701768177123856,1.0988471884376123
CAAD13,58,31.973820809526714,71.29882732057546,54.466902278610405,39.84727214086224,77.27719652288518,-0.24077168334880403,1.1065536702971015,0.0739404022096217,0.538085845737317,0.9431839291799959
CAAD13,60,37.276775301822354,64.9649302005259,51.66093481611998,42.58265287375763,73.93526468760702,-0.05716317604798138,0.8863700608635653,-0.05141560267017092,0.647493055563687,0.8588072655710834
CAAD13,62,23.554422267654047,81.38956595907992,51.92121704520501,53.21413060417183,96.96017142069539,-0.5322833681822066,1.4573353791195172,-0.03978754895412895,1.0727209958016828,1.44013713877081
CAAD Optimo,44,35.786366397956606,65.46201349139696,44.18518417645184,42.90441366215252,69.68290483471591,-0.10876681596309268,0.9036500373296557,-0.38539318658506466,0.6603625437729411,0.7514442328892471
CAAD Optimo,48,29.25624974706333,73.12394152467539,47.858079706517785,44.392198695383854,69.66330143874237,-0.33486435696833766,1.1699996381539326,-0.22130735303756038,0.7198695832683085,0.7509492888780646
CAAD Optimo,51,21.079825252495286,81.6019866606537,46.44744458870498,48.18635808539236,71.59427104413787,-0.6179633537043303,1.4647197044257911,-0.2843271795594271,0.8716248352905605,0.7997021602303702
CAAD Optimo,54,25.694923474516827,75.14589242261978,46.73289612318501,44.36278961520188,67.71477870230615,-0.45817105361517196,1.2402881885311596,-0.27157469243063326,0.7186933062814982,0.7017532383389573
CAAD Optimo,56,31.58187462990781,68.25835315757169,47.028037617681655,40.94539300352118,65.20651244292237,-0.25434235477105394,1.000858461974182,-0.25838930838077245,0.5820074608129893,0.6384248555827615
CAAD Optimo,58,38.2212664688485,61.58080898164846,53.57248908160781,37.188890739422945,58.82025589411576,-0.024461290035489885,0.7687287397921521,0.03398268117870949,0.4317583834253599,0.4771854745604916
SuperSix EVO SE,46,55.225573033448185,42.25775953119061,55.533838159207924,28.20970859409852,46.08625912155417,0.564292649027668,0.09700662422497756,0.12160553776179997,0.07261742245103486,0.15567916771926382
SuperSix EVO SE,51,49.75273328490343,47.16114972351273,58.72327074926936,28.663411086396934,45.72170586456544,0.37480206629933865,0.26746189537059395,0.26409276638014567,0.09076419199455577,0.14647497414243388
SuperSix EVO SE,54,60.0689535594968,36.730219197796664,60.16643209827802,23.811624517052962,45.887150818692426,0.7319889530351134,-0.09514581507555323,0.32856569542405306,-0.10329304648833301,0.15065210698901163
SuperSix EVO SE,56,66.86286770624457,28.579710539517063,59.50673231847327,18.932558009944493,46.1169812026376,0.9672201693366316,-0.37847981641551376,0.2990937468281116,-0.2984414025034751,0.15645483485692901
SuperSix EVO SE,58,73.46187783661884,21.691266355219422,59.908375098574155,16.2580560671051,44.6053608916887,1.1957030653262797,-0.6179410004437506,0.3170370533615285,-0.4054136392098211,0.1182896403622547
