id,brand,model,discipline,modelYear,priceText,productUrl,geometryKey
specialized_turbo-creo-2-expert-shimano-grx-di2,Specialized,Turbo Creo 2 Expert,ROAD,,"$9,499.99",https://www.specialized.com/us/en/turbo-creo-2-expert-shimano-grx-di2/p/4221806,turbo-creo-2-expert-shimano-grx-di2
specialized_s-works-turbo-creo-2-sram-red--xx1-eagle-axs,Specialized,S-Works Turbo Creo 2,ROAD,,"$14,399.99",https://www.specialized.com/us/en/s-works-turbo-creo-2-sram-red--xx1-eagle-axs/p/4277465,s-works-turbo-creo-2-sram-red--xx1-eagle-axs
specialized_crux-comp-shimano-grx,Specialized,Crux Comp,ROAD,,"$3,999.99",https://www.specialized.com/us/en/crux-comp-shimano-grx/p/4223490,crux-comp-shimano-grx
specialized_allez-comp-shimano-105,Specialized,Allez Comp,ROAD,,"$2,099.99",https://www.specialized.com/us/en/allez-comp-shimano-105/p/4221810,allez-comp-shimano-105
specialized_crux-dsw-comp-sram-apex-xplr,Specialized,Crux DSW Comp,ROAD,,"$2,799.99",https://www.specialized.com/us/en/crux-dsw-comp-sram-apex-xplr/p/4221804,crux-dsw-comp-sram-apex-xplr
specialized_crux-pro-sram-force-xplr-axs-,Specialized,Crux Pro,ROAD,,"$7,999.99",https://www.specialized.com/us/en/crux-pro-sram-force-xplr-axs-/p/4223488,crux-pro-sram-force-xplr-axs-
specialized_turbo-creo-2-comp-e5-sram-apex-eagle,Specialized,Turbo Creo 2 Comp E5,ROAD,,"$5,099.99",https://www.specialized.com/us/en/turbo-creo-2-comp-e5-sram-apex-eagle/p/4221861,turbo-creo-2-comp-e5-sram-apex-eagle
specialized_aethos-2-pro-shimano-ultegra-di2,Specialized,Aethos 2 Pro,ROAD,,"$8,499.99",https://www.specialized.com/us/en/aethos-2-pro-shimano-ultegra-di2/p/4279155,aethos-2-pro-shimano-ultegra-di2
specialized_tarmac-sl8-expert-sram-force-axs-,Specialized,Tarmac SL8 Expert,ROAD,,"$6,999.99",https://www.specialized.com/us/en/tarmac-sl8-expert-sram-force-axs-/p/4293510,tarmac-sl8-expert-sram-force-axs-
specialized_roubaix-sl8-sport-shimano-105,Specialized,Roubaix SL8 Sport,ROAD,,"$3,799.99",https://www.specialized.com/us/en/roubaix-sl8-sport-shimano-105/p/4221828,roubaix-sl8-sport-shimano-105
specialized_tarmac-sl8-expert-shimano-ultegra-di2,Specialized,Tarmac SL8 Expert,ROAD,,"$6,599.99",https://www.specialized.com/us/en/tarmac-sl8-expert-shimano-ultegra-di2/p/4276209,tarmac-sl8-expert-shimano-ultegra-di2
specialized_s-works-roubaix-sl8-shimano-dura-ace-di2,Specialized,S-Works Roubaix SL8,ROAD,,"$12,249.99",https://www.specialized.com/us/en/s-works-roubaix-sl8-shimano-dura-ace-di2/p/4221816,s-works-roubaix-sl8-shimano-dura-ace-di2
specialized_crux-expert-sram-rival-xplr-axs-,Specialized,Crux Expert,ROAD,,"$5,799.99",https://www.specialized.com/us/en/crux-expert-sram-rival-xplr-axs-/p/4223489,crux-expert-sram-rival-xplr-axs-
specialized_tarmac-sl8-comp-shimano-105-di2,Specialized,Tarmac SL8 Comp,ROAD,,"$4,699.99",https://www.specialized.com/us/en/tarmac-sl8-comp-shimano-105-di2/p/4221578,tarmac-sl8-comp-shimano-105-di2
specialized_aethos-2-pro-sram-force-axs,Specialized,Aethos 2 Pro,ROAD,,"$8,499.99",https://www.specialized.com/us/en/aethos-2-pro-sram-force-axs/p/4221564,aethos-2-pro-sram-force-axs
specialized_turbo-creo-2-comp-sram-apex--x1-eagle-axs,Specialized,Turbo Creo 2 Comp,ROAD,,"$6,999.99",https://www.specialized.com/us/en/turbo-creo-2-comp-sram-apex--x1-eagle-axs/p/4277467,turbo-creo-2-comp-sram-apex--x1-eagle-axs
specialized_tarmac-sl8-pro-sram-force-axs-,Specialized,Tarmac SL8 Pro,ROAD,,"$8,499.99",https://www.specialized.com/us/en/tarmac-sl8-pro-sram-force-axs-/p/4279927,tarmac-sl8-pro-sram-force-axs-
specialized_s-works-aethos-sram-red-axs,Specialized,S-Works Aethos,ROAD,,"$11,499.99",https://www.specialized.com/us/en/s-works-aethos-sram-red-axs/p/4221535,s-works-aethos-sram-red-axs
specialized_roubaix-sl8-comp-shimano-105-di2,Specialized,Roubaix SL8 Comp,ROAD,,"$4,499.99",https://www.specialized.com/us/en/roubaix-sl8-comp-shimano-105-di2/p/4221824,roubaix-sl8-comp-shimano-105-di2
specialized_s-works-tarmac-sl8-sram-red-axs,Specialized,S-Works Tarmac SL8,ROAD,,"$13,499.99",https://www.specialized.com/us/en/s-works-tarmac-sl8-sram-red-axs/p/4221554,s-works-tarmac-sl8-sram-red-axs
specialized_tarmac-sl7-sport-shimano-105,Specialized,Tarmac SL7 Sport,ROAD,,"$3,499.99",https://www.specialized.com/us/en/tarmac-sl7-sport-shimano-105/p/4221579,tarmac-sl7-sport-shimano-105
specialized_roubaix-sl8-shimano-tiagra,Specialized,Roubaix SL8,ROAD,,"$2,999.99",https://www.specialized.com/us/en/roubaix-sl8-shimano-tiagra/p/4221830,roubaix-sl8-shimano-tiagra
specialized_s-works-roubaix-sl8-shimano-dura-ace-di2,Specialized,S-Works Roubaix SL8,ROAD,,"$12,499.99",https://www.specialized.com/us/en/s-works-roubaix-sl8-shimano-dura-ace-di2/p/4221817,s-works-roubaix-sl8-shimano-dura-ace-di2
specialized_aethos-2-expert-sram-force-axs,Specialized,Aethos 2 Expert,ROAD,,"$6,999.99",https://www.specialized.com/us/en/aethos-2-expert-sram-force-axs/p/4293660,aethos-2-expert-sram-force-axs
specialized_allez-shimano-cues,Specialized,Allez,ROAD,,"$1,599.99",https://www.specialized.com/us/en/allez-shimano-cues/p/4221808,allez-shimano-cues
specialized_s-works-roubaix-sl8--sram-red-axs,Specialized,S-Works Roubaix SL8,ROAD,,"$12,499.99",https://www.specialized.com/us/en/s-works-roubaix-sl8--sram-red-axs/p/4293932,s-works-roubaix-sl8--sram-red-axs
specialized_crux-expert-shimano-grx-di2,Specialized,Crux Expert,ROAD,,"$6,299.99",https://www.specialized.com/us/en/crux-expert-shimano-grx-di2/p/4293746,crux-expert-shimano-grx-di2
specialized_aethos-pro-shimano-ultegra-di2,Specialized,Aethos Pro,ROAD,,"$6,999.99",https://www.specialized.com/us/en/aethos-pro-shimano-ultegra-di2/p/4221544,aethos-pro-shimano-ultegra-di2
specialized_crux-dsw-comp-sram-apex-xplr,Specialized,Crux DSW Comp,ROAD,,"$2,799.99",https://www.specialized.com/us/en/crux-dsw-comp-sram-apex-xplr/p/4221802,crux-dsw-comp-sram-apex-xplr
specialized_tarmac-sl8-comp-sram-rival-axs-,Specialized,Tarmac SL8 Comp,ROAD,,"$4,699.99",https://www.specialized.com/us/en/tarmac-sl8-comp-sram-rival-axs-/p/4292996,tarmac-sl8-comp-sram-rival-axs-
specialized_crux-expert-sram-rival-xplr-etap-axs,Specialized,Crux Expert,ROAD,,"$4,999.99",https://www.specialized.com/us/en/crux-expert-sram-rival-xplr-etap-axs/p/4223482,crux-expert-sram-rival-xplr-etap-axs
specialized_roubaix-sl8-expert-shimano-ultegra-di2,Specialized,Roubaix SL8 Expert,ROAD,,"$5,999.99",https://www.specialized.com/us/en/roubaix-sl8-expert-shimano-ultegra-di2/p/4221822,roubaix-sl8-expert-shimano-ultegra-di2
